well_id,category,is_outlier,plate_number
A10,good_growth,False,3
A11,no_growth,True,3
A12,good_growth,False,3
B1,good_growth,False,3
B2,good_growth,False,3
B3,bubbles,True,3
B4,good_growth,False,3
B5,good_growth,False,3
B6,good_growth,False,3
B7,good_growth,False,3
B8,good_growth,False,3
B9,good_growth,False,3
B10,good_growth,False,3
B11,good_growth,False,3
B12,good_growth,False,3
C1,good_growth,False,3
C2,declining,True,3
C3,noisy,True,3
C4,contamination,True,3
C5,good_growth,False,3
C6,noisy,True,3
C7,contamination,True,3
C8,noisy,True,3
C9,no_growth,True,3
C10,bubbles,True,3
C11,good_growth,False,3
C12,good_growth,False,3
D1,good_growth,False,3
D2,good_growth,False,3
D3,good_growth,False,3
D4,good_growth,False,3
D5,good_growth,False,3
D6,good_growth,False,3
D7,good_growth,False,3
D8,good_growth,False,3
D9,good_growth,False,3
D10,good_growth,False,3
D11,good_growth,False,3
D12,contamination,True,3
E1,noisy,True,3
E2,good_growth,False,3
E3,good_growth,False,3
E4,good_growth,False,3
E5,good_growth,False,3
E6,no_growth,True,3
E7,good_growth,False,3
E8,no_growth,True,3
E9,good_growth,False,3
E10,good_growth,False,3
E11,good_growth,False,3
E12,good_growth,False,3
F1,noisy,True,3
F2,good_growth,False,3
F3,good_growth,False,3
F4,good_growth,False,3
F5,good_growth,False,3
F6,good_growth,False,3
F7,good_growth,False,3
F8,noisy,True,3
F9,declining,True,3
F10,good_growth,False,3
F11,good_growth,False,3
F12,good_growth,False,3
G1,noisy,True,3
G2,good_growth,False,3
G3,no_growth,True,3
G4,good_growth,False,3
G5,good_growth,False,3
G6,noisy,True,3
G7,good_growth,False,3
G8,good_growth,False,3
G9,good_growth,False,3
G10,good_growth,False,3
G11,good_growth,False,3
G12,good_growth,False,3
H1,good_growth,False,3
H2,good_growth,False,3
H3,good_growth,False,3
H4,good_growth,False,3
H5,contamination,True,3
H6,good_growth,False,3
H7,good_growth,False,3
H8,good_growth,False,3
H9,good_growth,False,3
H10,bubbles,True,3
H11,good_growth,False,3
H12,good_growth,False,3
A1,good_growth,False,4
A2,good_growth,False,4
A3,noisy,True,4
A4,good_growth,False,4
A5,no_growth,True,4
A6,good_growth,False,4
A7,good_growth,False,4
A8,good_growth,False,4
A9,good_growth,False,4
A10,good_growth,False,4
A11,good_growth,False,4
A12,good_growth,False,4
B1,good_growth,False,4
B2,good_growth,False,4
B3,good_growth,False,4
B4,good_growth,False,4
B5,good_growth,False,4
B6,good_growth,False,4
B7,good_growth,False,4
B8,good_growth,False,4
B9,good_growth,False,4
B10,bubbles,True,4
B11,good_growth,False,4
B12,good_growth,False,4
C1,bubbles,True,4
C2,good_growth,False,4
C3,contamination,True,4
C4,good_growth,False,4
C5,no_growth,True,4
C6,good_growth,False,4
C7,contamination,True,4
C8,noisy,True,4
C9,good_growth,False,4
C10,good_growth,False,4
C11,good_growth,False,4
C12,good_growth,False,4
D1,good_growth,False,4
D2,good_growth,False,4
D3,noisy,True,4
D4,good_growth,False,4
D5,good_growth,False,4
D6,good_growth,False,4
D7,no_growth,True,4
D8,good_growth,False,4
D9,good_growth,False,4
D10,declining,True,4
D11,good_growth,False,4
D12,good_growth,False,4
E1,good_growth,False,4
E2,good_growth,False,4
E3,good_growth,False,4
E4,contamination,True,4
E5,good_growth,False,4
E6,good_growth,False,4
E7,good_growth,False,4
E8,good_growth,False,4
E9,good_growth,False,4
E10,good_growth,False,4
E11,good_growth,False,4
E12,good_growth,False,4
F1,good_growth,False,4
F2,good_growth,False,4
F3,good_growth,False,4
F4,noisy,True,4
F5,bubbles,True,4
F6,good_growth,False,4
F7,good_growth,False,4
F8,good_growth,False,4
F9,good_growth,False,4
F10,good_growth,False,4
F11,good_growth,False,4
F12,good_growth,False,4
G1,declining,True,4
G2,noisy,True,4
G3,no_growth,True,4
G4,good_growth,False,4
G5,good_growth,False,4
G6,good_growth,False,4
G7,good_growth,False,4
G8,good_growth,False,4
G9,good_growth,False,4
G10,noisy,True,4
G11,good_growth,False,4
G12,good_growth,False,4
H1,good_growth,False,4
H2,declining,True,4
H3,no_growth,True,4
H4,good_growth,False,4
H5,good_growth,False,4
H6,good_growth,False,4
H7,good_growth,False,4
H8,good_growth,False,4
H9,contamination,True,4
H10,good_growth,False,4
H11,good_growth,False,4
H12,no_growth,True,4
A1,good_growth,False,5
A2,contamination,True,5
A3,good_growth,False,5
A4,good_growth,False,5
A5,good_growth,False,5
A6,declining,True,5
A7,good_growth,False,5
A8,good_growth,False,5
A9,good_growth,False,5
A10,noisy,True,5
A11,good_growth,False,5
A12,good_growth,False,5
B1,good_growth,False,5
B2,good_growth,False,5
B3,good_growth,False,5
B4,good_growth,False,5
B5,good_growth,False,5
B6,good_growth,False,5
B7,contamination,True,5
B8,good_growth,False,5
B9,good_growth,False,5
B10,good_growth,False,5
B11,good_growth,False,5
B12,good_growth,False,5
C1,good_growth,False,5
C2,good_growth,False,5
C3,good_growth,False,5
C4,good_growth,False,5
C5,noisy,True,5
C6,good_growth,False,5
C7,contamination,True,5
C8,good_growth,False,5
C9,noisy,True,5
C10,good_growth,False,5
C11,good_growth,False,5
C12,good_growth,False,5
D1,good_growth,False,5
D2,good_growth,False,5
D3,good_growth,False,5
D4,good_growth,False,5
D5,noisy,True,5
D6,good_growth,False,5
D7,good_growth,False,5
D8,good_growth,False,5
D9,good_growth,False,5
D10,good_growth,False,5
D11,good_growth,False,5
D12,bubbles,True,5
E1,good_growth,False,5
E2,good_growth,False,5
E3,good_growth,False,5
E4,good_growth,False,5
E5,good_growth,False,5
E6,good_growth,False,5
E7,declining,True,5
E8,good_growth,False,5
E9,bubbles,True,5
E10,good_growth,False,5
E11,declining,True,5
E12,good_growth,False,5
F1,bubbles,True,5
F2,good_growth,False,5
F3,noisy,True,5
F4,good_growth,False,5
F5,good_growth,False,5
F6,bubbles,True,5
F7,noisy,True,5
F8,good_growth,False,5
F9,good_growth,False,5
F10,good_growth,False,5
F11,good_growth,False,5
F12,good_growth,False,5
G1,good_growth,False,5
G2,good_growth,False,5
G3,good_growth,False,5
G4,good_growth,False,5
G5,good_growth,False,5
G6,no_growth,True,5
G7,good_growth,False,5
G8,good_growth,False,5
G9,good_growth,False,5
G10,noisy,True,5
G11,good_growth,False,5
G12,noisy,True,5
H1,no_growth,True,5
H2,good_growth,False,5
H3,good_growth,False,5
H4,noisy,True,5
H5,good_growth,False,5
H6,good_growth,False,5
H7,no_growth,True,5
H8,good_growth,False,5
H9,good_growth,False,5
H10,good_growth,False,5
H11,contamination,True,5
H12,bubbles,True,5
A1,good_growth,False,6
A2,good_growth,False,6
A3,good_growth,False,6
A4,good_growth,False,6
A5,no_growth,True,6
A6,declining,True,6
A7,good_growth,False,6
A8,good_growth,False,6
A9,good_growth,False,6
A10,good_growth,False,6
A11,good_growth,False,6
A12,noisy,True,6
B1,good_growth,False,6
B2,good_growth,False,6
B3,good_growth,False,6
B4,good_growth,False,6
B5,good_growth,False,6
B6,good_growth,False,6
B7,noisy,True,6
B8,noisy,True,6
B9,good_growth,False,6
B10,noisy,True,6
B11,contamination,True,6
B12,good_growth,False,6
C1,good_growth,False,6
C2,good_growth,False,6
C3,good_growth,False,6
C4,good_growth,False,6
C5,good_growth,False,6
C6,good_growth,False,6
C7,good_growth,False,6
C8,good_growth,False,6
C9,good_growth,False,6
C10,good_growth,False,6
C11,noisy,True,6
C12,good_growth,False,6
D1,good_growth,False,6
D2,good_growth,False,6
D3,good_growth,False,6
D4,contamination,True,6
D5,contamination,True,6
D6,good_growth,False,6
D7,good_growth,False,6
D8,noisy,True,6
D9,good_growth,False,6
D10,good_growth,False,6
D11,good_growth,False,6
D12,good_growth,False,6
E1,contamination,True,6
E2,declining,True,6
E3,good_growth,False,6
E4,good_growth,False,6
E5,good_growth,False,6
E6,good_growth,False,6
E7,good_growth,False,6
E8,noisy,True,6
E9,no_growth,True,6
E10,good_growth,False,6
E11,good_growth,False,6
E12,bubbles,True,6
F1,good_growth,False,6
F2,good_growth,False,6
F3,good_growth,False,6
F4,good_growth,False,6
F5,good_growth,False,6
F6,declining,True,6
F7,good_growth,False,6
F8,noisy,True,6
F9,declining,True,6
F10,good_growth,False,6
F11,good_growth,False,6
F12,good_growth,False,6
G1,good_growth,False,6
G2,good_growth,False,6
G3,good_growth,False,6
G4,good_growth,False,6
G5,good_growth,False,6
G6,good_growth,False,6
G7,no_growth,True,6
G8,good_growth,False,6
G9,good_growth,False,6
G10,no_growth,True,6
G11,bubbles,True,6
G12,contamination,True,6
H1,good_growth,False,6
H2,good_growth,False,6
H3,good_growth,False,6
H4,good_growth,False,6
H5,good_growth,False,6
H6,no_growth,True,6
H7,good_growth,False,6
H8,no_growth,True,6
H9,good_growth,False,6
H10,noisy,True,6
H11,good_growth,False,6
H12,good_growth,False,6
A1,good_growth,False,7
A2,no_growth,True,7
A3,good_growth,False,7
A4,good_growth,False,7
A5,good_growth,False,7
A6,good_growth,False,7
A7,good_growth,False,7
A8,good_growth,False,7
A9,noisy,True,7
A10,good_growth,False,7
A11,good_growth,False,7
A12,good_growth,False,7
B1,noisy,True,7
B2,good_growth,False,7
B3,noisy,True,7
B4,good_growth,False,7
B5,noisy,True,7
B6,contamination,True,7
B7,good_growth,False,7
B8,good_growth,False,7
B9,declining,True,7
B10,good_growth,False,7
B11,good_growth,False,7
B12,good_growth,False,7
C1,contamination,True,7
C2,good_growth,False,7
C3,good_growth,False,7
C4,good_growth,False,7
C5,good_growth,False,7
C6,bubbles,True,7
C7,contamination,True,7
C8,good_growth,False,7
C9,bubbles,True,7
C10,declining,True,7
C11,good_growth,False,7
C12,bubbles,True,7
D1,good_growth,False,7
D2,good_growth,False,7
D3,good_growth,False,7
D4,good_growth,False,7
D5,good_growth,False,7
D6,good_growth,False,7
D7,good_growth,False,7
D8,good_growth,False,7
D9,good_growth,False,7
D10,no_growth,True,7
D11,good_growth,False,7
D12,good_growth,False,7
E1,good_growth,False,7
E2,good_growth,False,7
E3,good_growth,False,7
E4,noisy,True,7
E5,good_growth,False,7
E6,good_growth,False,7
E7,good_growth,False,7
E8,good_growth,False,7
E9,good_growth,False,7
E10,no_growth,True,7
E11,contamination,True,7
E12,good_growth,False,7
F1,good_growth,False,7
F2,good_growth,False,7
F3,good_growth,False,7
F4,good_growth,False,7
F5,good_growth,False,7
F6,good_growth,False,7
F7,good_growth,False,7
F8,good_growth,False,7
F9,good_growth,False,7
F10,good_growth,False,7
F11,good_growth,False,7
F12,good_growth,False,7
G1,no_growth,True,7
G2,bubbles,True,7
G3,good_growth,False,7
G4,good_growth,False,7
G5,good_growth,False,7
G6,good_growth,False,7
G7,good_growth,False,7
G8,good_growth,False,7
G9,good_growth,False,7
G10,good_growth,False,7
G11,declining,True,7
G12,good_growth,False,7
H1,good_growth,False,7
H2,good_growth,False,7
H3,good_growth,False,7
H4,good_growth,False,7
H5,no_growth,True,7
H6,good_growth,False,7
H7,declining,True,7
H8,good_growth,False,7
H9,good_growth,False,7
H10,good_growth,False,7
H11,good_growth,False,7
H12,good_growth,False,7
A1,noisy,True,8
A2,good_growth,False,8
A3,good_growth,False,8
A4,good_growth,False,8
A5,good_growth,False,8
A6,good_growth,False,8
A7,noisy,True,8
A8,good_growth,False,8
A9,good_growth,False,8
A10,noisy,True,8
A11,good_growth,False,8
A12,good_growth,False,8
B1,noisy,True,8
B2,good_growth,False,8
B3,good_growth,False,8
B4,good_growth,False,8
B5,good_growth,False,8
B6,good_growth,False,8
B7,good_growth,False,8
B8,good_growth,False,8
B9,good_growth,False,8
B10,good_growth,False,8
B11,noisy,True,8
B12,declining,True,8
C1,good_growth,False,8
C2,good_growth,False,8
C3,good_growth,False,8
C4,good_growth,False,8
C5,no_growth,True,8
C6,good_growth,False,8
C7,good_growth,False,8
C8,good_growth,False,8
C9,good_growth,False,8
C10,good_growth,False,8
C11,good_growth,False,8
C12,good_growth,False,8
D1,good_growth,False,8
D2,contamination,True,8
D3,good_growth,False,8
D4,good_growth,False,8
D5,good_growth,False,8
D6,noisy,True,8
D7,no_growth,True,8
D8,good_growth,False,8
D9,good_growth,False,8
D10,good_growth,False,8
D11,good_growth,False,8
D12,good_growth,False,8
E1,good_growth,False,8
E2,good_growth,False,8
E3,noisy,True,8
E4,bubbles,True,8
E5,good_growth,False,8
E6,good_growth,False,8
E7,good_growth,False,8
E8,noisy,True,8
E9,contamination,True,8
E10,good_growth,False,8
E11,noisy,True,8
E12,contamination,True,8
F1,good_growth,False,8
F2,good_growth,False,8
F3,good_growth,False,8
F4,declining,True,8
F5,good_growth,False,8
F6,good_growth,False,8
F7,good_growth,False,8
F8,contamination,True,8
F9,good_growth,False,8
F10,declining,True,8
F11,good_growth,False,8
F12,good_growth,False,8
G1,good_growth,False,8
G2,good_growth,False,8
G3,good_growth,False,8
G4,good_growth,False,8
G5,good_growth,False,8
G6,good_growth,False,8
G7,good_growth,False,8
G8,good_growth,False,8
G9,good_growth,False,8
G10,noisy,True,8
G11,good_growth,False,8
G12,noisy,True,8
H1,bubbles,True,8
H2,good_growth,False,8
H3,good_growth,False,8
H4,good_growth,False,8
H5,good_growth,False,8
H6,good_growth,False,8
H7,no_growth,True,8
H8,good_growth,False,8
H9,good_growth,False,8
H10,good_growth,False,8
H11,good_growth,False,8
H12,good_growth,False,8
A1,noisy,True,9
A2,good_growth,False,9
A3,good_growth,False,9
A4,good_growth,False,9
A5,contamination,True,9
A6,good_growth,False,9
A7,good_growth,False,9
A8,good_growth,False,9
A9,declining,True,9
A10,good_growth,False,9
A11,good_growth,False,9
A12,good_growth,False,9
B1,good_growth,False,9
B2,good_growth,False,9
B3,good_growth,False,9
B4,good_growth,False,9
B5,no_growth,True,9
B6,good_growth,False,9
B7,noisy,True,9
B8,bubbles,True,9
B9,good_growth,False,9
B10,declining,True,9
B11,no_growth,True,9
B12,no_growth,True,9
C1,good_growth,False,9
C2,no_growth,True,9
C3,good_growth,False,9
C4,noisy,True,9
C5,good_growth,False,9
C6,good_growth,False,9
C7,good_growth,False,9
C8,no_growth,True,9
C9,good_growth,False,9
C10,good_growth,False,9
C11,good_growth,False,9
C12,good_growth,False,9
D1,no_growth,True,9
D2,good_growth,False,9
D3,good_growth,False,9
D4,contamination,True,9
D5,declining,True,9
D6,good_growth,False,9
D7,good_growth,False,9
D8,good_growth,False,9
D9,bubbles,True,9
D10,good_growth,False,9
D11,good_growth,False,9
D12,good_growth,False,9
E1,good_growth,False,9
E2,good_growth,False,9
E3,good_growth,False,9
E4,noisy,True,9
E5,noisy,True,9
E6,good_growth,False,9
E7,contamination,True,9
E8,good_growth,False,9
E9,good_growth,False,9
E10,noisy,True,9
E11,no_growth,True,9
E12,good_growth,False,9
F1,good_growth,False,9
F2,good_growth,False,9
F3,noisy,True,9
F4,good_growth,False,9
F5,good_growth,False,9
F6,noisy,True,9
F7,good_growth,False,9
F8,good_growth,False,9
F9,good_growth,False,9
F10,good_growth,False,9
F11,good_growth,False,9
F12,no_growth,True,9
G1,good_growth,False,9
G2,good_growth,False,9
G3,good_growth,False,9
G4,good_growth,False,9
G5,good_growth,False,9
G6,good_growth,False,9
G7,good_growth,False,9
G8,good_growth,False,9
G9,good_growth,False,9
G10,good_growth,False,9
G11,contamination,True,9
G12,good_growth,False,9
H1,good_growth,False,9
H2,good_growth,False,9
H3,good_growth,False,9
H4,good_growth,False,9
H5,contamination,True,9
H6,good_growth,False,9
H7,good_growth,False,9
H8,good_growth,False,9
H9,good_growth,False,9
H10,good_growth,False,9
H11,good_growth,False,9
H12,good_growth,False,9
A1,good_growth,False,10
A2,good_growth,False,10
A3,declining,True,10
A4,good_growth,False,10
A5,good_growth,False,10
A6,good_growth,False,10
A7,good_growth,False,10
A8,good_growth,False,10
A9,no_growth,True,10
A10,good_growth,False,10
A11,noisy,True,10
A12,noisy,True,10
B1,good_growth,False,10
B2,good_growth,False,10
B3,bubbles,True,10
B4,good_growth,False,10
B5,good_growth,False,10
B6,contamination,True,10
B7,no_growth,True,10
B8,good_growth,False,10
B9,good_growth,False,10
B10,good_growth,False,10
B11,good_growth,False,10
B12,no_growth,True,10
C1,good_growth,False,10
C2,bubbles,True,10
C3,good_growth,False,10
C4,noisy,True,10
C5,good_growth,False,10
C6,good_growth,False,10
C7,no_growth,True,10
C8,good_growth,False,10
C9,noisy,True,10
C10,good_growth,False,10
C11,good_growth,False,10
C12,good_growth,False,10
D1,good_growth,False,10
D2,declining,True,10
D3,noisy,True,10
D4,good_growth,False,10
D5,contamination,True,10
D6,good_growth,False,10
D7,good_growth,False,10
D8,good_growth,False,10
D9,good_growth,False,10
D10,noisy,True,10
D11,good_growth,False,10
D12,good_growth,False,10
E1,good_growth,False,10
E2,good_growth,False,10
E3,noisy,True,10
E4,noisy,True,10
E5,noisy,True,10
E6,no_growth,True,10
E7,good_growth,False,10
E8,good_growth,False,10
E9,good_growth,False,10
E10,good_growth,False,10
E11,good_growth,False,10
E12,good_growth,False,10
F1,good_growth,False,10
F2,good_growth,False,10
F3,good_growth,False,10
F4,noisy,True,10
F5,no_growth,True,10
F6,good_growth,False,10
F7,good_growth,False,10
F8,good_growth,False,10
F9,good_growth,False,10
F10,good_growth,False,10
F11,noisy,True,10
F12,good_growth,False,10
G1,good_growth,False,10
G2,good_growth,False,10
G3,noisy,True,10
G4,good_growth,False,10
G5,good_growth,False,10
G6,noisy,True,10
G7,good_growth,False,10
G8,good_growth,False,10
G9,noisy,True,10
G10,good_growth,False,10
G11,good_growth,False,10
G12,good_growth,False,10
H1,good_growth,False,10
H2,noisy,True,10
H3,good_growth,False,10
H4,good_growth,False,10
H5,good_growth,False,10
H6,good_growth,False,10
H7,noisy,True,10
H8,good_growth,False,10
H9,good_growth,False,10
H10,good_growth,False,10
H11,good_growth,False,10
H12,good_growth,False,10
